,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank,predicted product sells at fraction of locations,predicted product's average rank at locations selling it
6015,"""449549ce-1df1-424b-a986-9aa4170e9122""",8,Emzor Paracetamol 500mg Tablets x96,19.0,Biocoten Cream,,,0.25,83
6016,"""449549ce-1df1-424b-a986-9aa4170e9122""",9,Coartem 80/480mg Tablets x6,17.0,Erythromicin 500mg tablets,8.0,45,0.28,64
6017,"""449549ce-1df1-424b-a986-9aa4170e9122""",10,Tab Paracetamol (M&B) 500mg x96,17.0,Cap Zithromax 250mg x6,6.0,57,0.21,98
6018,"""449549ce-1df1-424b-a986-9aa4170e9122""",11,Tab Boska x20,17.0,Tab Brustan-N,9.0,35,0.4,23
6019,"""449549ce-1df1-424b-a986-9aa4170e9122""",12,Funbact A 30g Cream,15.0,Amatem 80/480 Softgel x6,76.0,1,0.54,16
6020,"""449549ce-1df1-424b-a986-9aa4170e9122""",13,Ors G Oral,15.0,Ciprotab 500mg Tablets x10,13.0,19,0.39,37
6021,"""449549ce-1df1-424b-a986-9aa4170e9122""",14,Em-Vit-C 100ml Syrup,14.0,Tab Glucophage 1000mg,2.0,127,0.25,89
6022,"""449549ce-1df1-424b-a986-9aa4170e9122""",15,Gestid 200ml Suspension,14.0,Gestid 200ml Suspension,14.0,15,0.53,39
6023,"""449549ce-1df1-424b-a986-9aa4170e9122""",16,Gestid Tablets x20,14.0,Emal Injection 150mg/2ml x3,4.0,95,0.22,91
6024,"""449549ce-1df1-424b-a986-9aa4170e9122""",17,Aboniki Balm,14.0,Lonart 20/120mg 60ml Suspension,,,0.41,57
6025,"""449549ce-1df1-424b-a986-9aa4170e9122""",18,Artheget Ez Tab,14.0,Em-Vit-C 100ml Syrup,14.0,14,0.44,34
6026,"""449549ce-1df1-424b-a986-9aa4170e9122""",19,Ciprotab 500mg Tablets x10,13.0,Antallerge 10ml Eye drop,5.0,84,0.24,82
6027,"""449549ce-1df1-424b-a986-9aa4170e9122""",20,Lokmal QS Combi,13.0,Fleming 625mg x14,5.0,70,0.38,59
6028,"""449549ce-1df1-424b-a986-9aa4170e9122""",21,Ebecef 1g Injection x1,13.0,Funbact A 30g Cream,15.0,12,0.43,34
6029,"""449549ce-1df1-424b-a986-9aa4170e9122""",22,Actifed Tablets,12.0,Pyrantrin Tablet x6,,,0.43,38
6030,"""449549ce-1df1-424b-a986-9aa4170e9122""",23,Camosunate Adult 300/100mg Tablets x12,11.0,Mycoten Pessary,,,0.22,113
6031,"""449549ce-1df1-424b-a986-9aa4170e9122""",24,Predicte Pregnancy Test Strip x2,11.0,Klovinal Pessary 500/100mg 1 X 6 Pessary,6.0,67,0.16,80
6032,"""449549ce-1df1-424b-a986-9aa4170e9122""",25,Fiesta Classic Condom,11.0,Cenox Tablets x10,7.0,54,0.37,54
6033,"""449549ce-1df1-424b-a986-9aa4170e9122""",26,Flagyl 400mg Tablets x100,10.0,Ciprotab 500mg Tablets x14,6.0,55,0.4,44
6034,"""449549ce-1df1-424b-a986-9aa4170e9122""",27,Lincomman Capsules x12,10.0,Amoxil (Beecham) 500mg Capsules,3.0,100,0.24,82
6035,"""449549ce-1df1-424b-a986-9aa4170e9122""",28,Fiesta Prolong,10.0,Amatem 20/120mg x24 Softgels,5.0,81,0.26,55
6036,"""449549ce-1df1-424b-a986-9aa4170e9122""",29,Hydrogen Peroxide 100ml ,10.0,Bonababe Syrup,,,0.55,35
6037,"""449549ce-1df1-424b-a986-9aa4170e9122""",30,Cotton wool 100g,10.0,Odomos 50g Cream (Medium size),2.0,162,0.14,121
6038,"""449549ce-1df1-424b-a986-9aa4170e9122""",31,Arenax Plus Forte 80/480mg Tablets x6,10.0,Camosunate 300mg/100mg (7-13years),,,0.4,52
6039,"""449549ce-1df1-424b-a986-9aa4170e9122""",32,Oceanic Cod Liver Oil 1000mg Capsules x30,10.0,Synriam 150/750mg Tablets x3,8.0,47,0.17,84
6040,"""449549ce-1df1-424b-a986-9aa4170e9122""",33,Artequick 62.5/375mg Tablets x4,9.0,Tab Paracetamol (M&B) 500mg x96,17.0,10,0.38,23
6041,"""449549ce-1df1-424b-a986-9aa4170e9122""",34,Cream Skineal x15g,9.0,Ampiclox 250mg/5ml Suspension ×100ml,,,0.18,94
6042,"""449549ce-1df1-424b-a986-9aa4170e9122""",35,Tab Brustan-N,9.0,Vasoprin 75mg Tablets x100,3.0,110,0.33,67
6043,"""449549ce-1df1-424b-a986-9aa4170e9122""",36,Visita Plus 30g Cream,9.0,Artequick 62.5/375mg Tablets x4,9.0,33,0.43,48
6044,"""449549ce-1df1-424b-a986-9aa4170e9122""",37,Feroglobin 200ml Tonic ,9.0,Zolat 100mg/5ml Suspension x20ml,,,0.29,66
6045,"""449549ce-1df1-424b-a986-9aa4170e9122""",38,Revive 400mg Capsules x10,9.0,Actifed Tablets,12.0,22,0.29,72
6046,"""449549ce-1df1-424b-a986-9aa4170e9122""",39,Hydrocortisone 15g Cream,9.0,Nomoretic Tablets x100,,,0.24,123
6047,"""449549ce-1df1-424b-a986-9aa4170e9122""",40,Viagra 100mg Tablets x1,9.0,Cotton Wool 50g,30.0,3,0.08,24
6048,"""449549ce-1df1-424b-a986-9aa4170e9122""",41,Omefast 20mg Capsules x14,9.0,Emzolyn Cough Syrup Adult,6.0,62,0.49,48
6049,"""449549ce-1df1-424b-a986-9aa4170e9122""",42,Brustan-N 100mg/5ml Suspension x100ml,8.0,Polygel 200ml Suspension ,4.0,93,0.17,94
6050,"""449549ce-1df1-424b-a986-9aa4170e9122""",43,Methylated Spirit (Moko) x200ml,8.0,Panadol Extra,,,0.54,65
6051,"""449549ce-1df1-424b-a986-9aa4170e9122""",44,Emtrim 480mg Tablets x10,8.0,De-Deon's Syrup 150ml,,,0.3,78
6052,"""449549ce-1df1-424b-a986-9aa4170e9122""",45,Erythromicin 500mg tablets,8.0,P-alaxin TS 120/960mg Tablets x3,3.0,118,0.2,71
6053,"""449549ce-1df1-424b-a986-9aa4170e9122""",46,Cipro 500mg X10(M&B),8.0,Syrup Paracetamol 125mg/5ml (Emzor),1.0,168,0.47,40
6054,"""449549ce-1df1-424b-a986-9aa4170e9122""",47,Synriam 150/750mg Tablets x3,8.0,Beehive Balsam Cough Syrup x200ml,2.0,133,0.25,108
6055,"""449549ce-1df1-424b-a986-9aa4170e9122""",48,Tribact 30g Cream,8.0,Em Vit C 100mg (White) Tablets x100,4.0,92,0.16,59
6056,"""449549ce-1df1-424b-a986-9aa4170e9122""",49,Gestid 100ml Suspension,7.0,Postpill 150mcg Tablet,3.0,114,0.4,41
6057,"""449549ce-1df1-424b-a986-9aa4170e9122""",50,Fiesta Ribbed,7.0,Glucophage 500mg Tablets x30,3.0,122,0.32,79
6058,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",1,Venfen (Ibuprofen) Suspension 100ml,12.0,Contact Cold Capsule,2.0,42,0.14,74
6059,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",2,Ibucap Cold & Flu Tablets x4,11.0,Ciprofloxacin (Tablet) 500mg 1 X 10 blister,,,0.11,29
6060,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",3,Ibucap Cold & Flu 100ml Syrup,8.0,Danacid Tablets x96,1.0,90,0.24,69
6061,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",4,Codolin 100ml Cough Syrup,8.0,Lofnac Tablets x10,4.0,15,0.35,41
6062,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",5,Coartem 80/480mg Tablets x6,7.0,Krishat Cimetidine 400mg Tablets x20,2.0,33,0.09,38
6063,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",6,Exiplon Adult Cough Syrup 100ml ,7.0,Ibucap Cold & Flu Tablets x4,11.0,2,0.09,29
6064,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",7,Bonadol 100ml Syrup,7.0,Panda Paracetamol 15ml Drops,4.0,13,0.52,61
6065,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",8,Curefenac 100mg,6.0,Shal'Artem Suspension 60ml,2.0,24,0.07,73
6066,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",9,Alberol (Albendazole) Tablet 400mg x1,5.0,Alberol (Albendazole) Tablet 400mg x1,5.0,9,0.09,33
6067,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",10,Piriton Expectorant Adult,5.0,Bonababe Syrup,,,0.55,35
6068,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",11,Ibucap Forte Capsule x10,4.0,Cold Free Tablet x8,2.0,37,0.07,49
6069,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",12,Brustan-N 100mg/5ml Suspension x100ml,4.0,Super Apeti 2 x 10 Tablets,,,0.12,94
6070,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",13,Panda Paracetamol 15ml Drops,4.0,Codolin 100ml Cough Syrup,8.0,4,0.11,38
6071,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",14,Emzolyn Cough Syrup Child,4.0,Multivitamin with Ginseng Capsulesx30,,,0.07,69
6072,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",15,Lofnac Tablets x10,4.0,Asad Suspension 100ml 1x1 Bottle,1.0,82,0.12,23
6073,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",16,Tuxil N Adult Cough Syrup,3.0,Supergesic Tablet x10,,,0.07,30
6074,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",17,Swidar 500/25mg x3,3.0,Tab Sudrex 500mg/30mg,,,0.27,35
6075,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",18,Viscoplex Vitamin B Complex Injection 10ml,3.0,Moko Calamine 100ml Lotion,,,0.16,75
6076,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",19,Emzolyn Cough Syrup Adult,3.0,Nocof 15ml Drops,,,0.11,78
6077,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",20,Alabukun (Powder)  - 1x10 Pack,3.0,Mist Potassium Citrate 200ml Bottle,2.0,30,0.08,101
6078,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",21,Ciprobon 500mg Caplets x10,3.0,Curefenac 100mg,6.0,8,0.19,42
6079,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",22,Cenox Tablets x10,3.0,Artemether/Lumefantrine 80/480mg Tablet x6,,,0.08,22
6080,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",23,Polygel 200ml Suspension ,3.0,Maladar 25/500mg Tablets x3,,,0.08,57
6081,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",24,Shal'Artem Suspension 60ml,2.0,Really Xtra Tablets x10,,,0.17,47
6082,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",25,Zoractine 10mg Tablets,2.0,Ketoconazole Cream 30g,2.0,35,0.07,85
6083,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",26,Omeshal 20mg Capsule x10,2.0,Chlorpheniramine 4mg Tablet (Emzor) x100,,,0.13,113
6084,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",27,Nugel-O 200ml,2.0,Tuxil-N Syrup Child 100ml,1.0,78,0.23,73
6085,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",28,Glucose D 400g Tin ,2.0,Bond Paracetamol 500mg Tablets x96,,,0.28,53
6086,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",29,Mopson Promethazine Syrup,2.0,Flu-J Cough Syrup 100ml,,,0.07,62
6087,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",30,Mist Potassium Citrate 200ml Bottle,2.0,Pinnazole Omeprazole 20mg Capsules x14,2.0,47,0.07,31
6088,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",31,MyMin Syrup 200ml,2.0,Maxiquine Tablets x 10,2.0,43,0.08,48
6089,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",32,Krishat Cimetidine 200mg/2ml Injection x10,2.0,Gestid Tablets x20,1.0,102,0.41,60
6090,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",33,Krishat Cimetidine 400mg Tablets x20,2.0,Azithromycin 500mg Tablets x10,,,0.05,64
6091,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",34,Alpha-Beta Arteether Injection 150mg/2ml,2.0,Chloroquine Injection 300mg/5ml,,,0.1,64
6092,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",35,Ketoconazole Cream 30g,2.0,Ibu Age (Ibuprofen) 400mg Tablets x10,1.0,81,0.09,30
6093,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",36,Amoxil Unbranded 250mg Capsules x100,2.0,Topmal 80/480mg Tablets x6,,,0.12,75
6094,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",37,Cold Free Tablet x8,2.0,Emzolyn Cough Syrup Child,4.0,14,0.41,64
6095,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",38,Cefuroxime 125mg/5ml (Fidson) 70ml Suspension,2.0,Postpill 150mcg Tablet,,,0.4,41
6096,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",39,Paraflex Tablet x20,2.0,Zoractine 10mg Tablets,2.0,25,0.07,77
6097,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",40,Krishat Diclofenac Injection,2.0,Fidson Paracetamol 60ml Syrup,,,0.15,95
6098,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",41,Bond Vitamin C 100mg Tablets x1000 (White),2.0,Ibuprofen 200mg Tablet x10,,,0.08,56
6099,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",42,Contact Cold Capsule,2.0,Bond Vitamin C 100mg Tablets x1000 (White),2.0,41,0.09,103
6100,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",43,Maxiquine Tablets x 10,2.0,Ibucap Forte Capsule x10,4.0,11,0.23,57
6101,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",44,Amoxil 250mg Capsules (Beecham) x100,2.0,Paraflex Tablet x20,2.0,39,0.07,77
6102,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",45,Em-Vit-C 100ml Syrup,2.0,Amoxil Unbranded 250mg Capsules x100,2.0,36,0.19,105
6103,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",46,Coartem 20/120mg x12 Tablets,2.0,Dettol Skin Care Soap 65g,,,0.06,54
6104,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",47,Pinnazole Omeprazole 20mg Capsules x14,2.0,Ibucap Cold & Flu 100ml Syrup,8.0,3,0.09,64
6105,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",48,Cream Skineal x15g,2.0,Neoskin Triple Action Cream 30g,2.0,58,0.34,70
6106,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",49,Gentamicin Eye/Ear Drop,2.0,Amoxicillin (Unbranded) 500mg Capsules x100,,,0.29,85
6107,"""45400dfc-b923-45bb-8f6a-7f055197a37a""",50,Epiderm Cream 30g,2.0,Coartem 80/480mg Tablets x6,7.0,5,0.5,39
6108,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",1,Clartem (DS) 80/480mg Tablets x6,18.0,Aboniki Balm,10.0,6,0.41,23
6109,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",2,Coflin Expectorant x100ml,17.0,Cream Skineal x15g,2.0,61,0.41,56
6110,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",3,menthodex,15.0,Lonart DS 80/480mg Tablets x6,3.0,34,0.51,27
6111,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",4,Neofylin Cough Syrup,12.0,Emgyl 200mg/5ml Suspension 60ml,3.0,39,0.23,98
6112,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",5,Amatem 80/480 Softgel x6,11.0,Panadol Extra,1.0,92,0.54,65
6113,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",6,Aboniki Balm,10.0,Coflin Expectorant x100ml,17.0,2,0.45,53
6114,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",7,Gestid 200ml Suspension,9.0,Brustan-N 100mg/5ml Suspension x100ml,6.0,13,0.53,28
6115,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",8,Lofnac Tablets x10,9.0,Postpill 150mcg Tablet,,,0.4,41
6116,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",9,NGC Cough Syrup (Adult) x100ml,8.0,Bonababe Syrup,2.0,58,0.55,35
6117,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",10,SKG Paracetamol 500mg Tablets x96,8.0,Tab Sudrex 500mg/30mg,6.0,15,0.27,35
6118,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",11,Zoxine DS 80/480mg Tablets x6,8.0,Fleming 625mg x14,3.0,45,0.38,59
6119,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",12,Gestid Tablets x20,8.0,Panadol (Regular) 500mg 10x10,,,0.42,66
6120,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",13,Brustan-N 100mg/5ml Suspension x100ml,6.0,Postinor 2,,,0.41,32
6121,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",14,Lonart 20/120mg 60ml Suspension,6.0,Neofylin Cough Syrup,12.0,4,0.42,47
6122,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",15,Tab Sudrex 500mg/30mg,6.0,Syrup Paracetamol 125mg/5ml (Emzor),2.0,51,0.47,40
6123,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",16,Ceftriaxone 1g Injection + WFI,6.0,Em-Vit-C 100ml Syrup,,,0.44,34
6124,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",17,Emal Injection 150mg/2ml x3,6.0,Coartem 80/480mg Tablets x6,4.0,26,0.5,39
6125,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",18,Loratadine (Afrab) Syrup 60ml,6.0,Gascol Suspension x150ml,3.0,36,0.32,85
6126,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",19,Ciprotab 500mg Tablets x10,5.0,Tutolin Expectorant x100ml,,,0.35,74
6127,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",20,Piriton Expectorant Adult,5.0,Lofnac Tablets x10,9.0,8,0.35,41
6128,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",21,Tab Paracetamol (M&B) 500mg x96,5.0,Zentel 200mg Tablets x2,5.0,22,0.4,31
6129,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",22,Zentel 200mg Tablets x2,5.0,Gestid 200ml Suspension,9.0,7,0.53,39
6130,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",23,D-Koff 100ml Expectorant ,5.0,NGC Cough Syrup (Adult) x100ml,8.0,9,0.4,61
6131,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",24,Arthemed 80/480mg Tablets x6,5.0,Amatem 80/480 Softgel x6,11.0,5,0.54,16
6132,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",25,ABF-3 Cream 20g,5.0,Ciprotab 500mg Tablets x10,5.0,19,0.39,37
6133,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",26,Coartem 80/480mg Tablets x6,4.0,Astyfer Tonic x200ml,,,0.38,72
6134,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",27,Artequick 62.5/375mg Tablets x4,4.0,Ciprotab 500mg Tablets x14,2.0,50,0.4,44
6135,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",28,EmVite Multivitamin Syrup x100ml,4.0,Cenox Tablets x10,2.0,85,0.37,54
6136,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",29,Pocco Amlodipine 10mg Tablets x28,4.0,Lonart 20/120mg 60ml Suspension,6.0,14,0.41,57
6137,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",30,Camosunate Children 150mg/50mg Tablets (1-6years) x6,3.0,Gestid 100ml Suspension,2.0,65,0.28,68
6138,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",31,Coflin Cough Linctus x100ml,3.0,Ascochew Vitamin C (Orange),2.0,62,0.16,63
6139,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",32,NCP Antiseptic Liquid 100ml,3.0,Swidar 500/25mg x3,2.0,49,0.4,42
6140,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",33,Latex Gloves,3.0,Arthemed 80/480mg Tablets x6,5.0,24,0.14,27
6141,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",34,Lonart DS 80/480mg Tablets x6,3.0,Emal Injection 150mg/2ml x3,6.0,17,0.22,91
6142,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",35,Lincomman Capsules x12,3.0,Nospamin Drops,,,0.32,82
6143,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",36,Gascol Suspension x150ml,3.0,Syr Astymin x200ml,2.0,63,0.36,63
6144,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",37,Tab Boska x20,3.0,Ascorex Expectorant x100ml,1.0,90,0.16,93
6145,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",38,M&B Paracetamol Syrup 1 X 60ml Bottle,3.0,Pyrantrin Tablet x6,,,0.43,38
6146,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",39,Emgyl 200mg/5ml Suspension 60ml,3.0,Moko Calamine 100ml Lotion,,,0.16,75
6147,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",40,Fleming 228.5mg/5ml Suspension,3.0,Lokmal QS Combi,,,0.32,61
6148,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",41,Broncholyte 4mg/5ml Elixir x100ml,3.0,Alabukun (Powder)  - 1x10 Pack,1.0,115,0.31,100
6149,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",42,Cotton wool 100g,3.0,D-Koff 100ml Expectorant ,5.0,23,0.22,64
6150,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",43,Lynsunnate Injection x6,3.0,Procold Tablet x25,1.0,99,0.26,128
6151,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",44,Glucophage 500mg Tablets x30,3.0,Coflin Cough Linctus x100ml,3.0,31,0.37,66
6152,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",45,Fleming 625mg x14,3.0,Tab Paracetamol (M&B) 500mg x96,5.0,21,0.38,23
6153,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",46,Gsunate 120mg Injection,3.0,Silverbird Eucalyptus Oil,2.0,72,0.3,107
6154,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",47,Synriam 150/750mg Tablets x3,3.0,Gestid Tablets x20,8.0,12,0.41,60
6155,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",48,Listerine Mouthwash 500ml,2.0,Danacid Tablets x1000,,,0.09,129
6156,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",49,Swidar 500/25mg x3,2.0,Clartem (DS) 80/480mg Tablets x6,18.0,1,0.23,41
6157,"""45caa0e9-32b8-4c6d-9730-6b9241c28ab0""",50,Ciprotab 500mg Tablets x14,2.0,Babyrex Baby Mixture x60ml,,,0.41,52
6158,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",1,M&B Paracetamol Syrup 1 X 60ml Bottle,5.0,Amatem 80/480 Softgel x6,,,0.54,16
6159,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",2,P-Alaxin 40/320mg Tablets x9,3.0,Lonart DS 80/480mg Tablets x6,,,0.51,27
6160,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",3,Cenox Tablets x10,3.0,Bonababe Syrup,,,0.55,35
6161,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",4,Ciprotab 500mg Tablets x14,2.0,Gestid 200ml Suspension,2.0,5,0.53,39
6162,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",5,Gestid 200ml Suspension,2.0,Panadol Extra,,,0.54,65
6163,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",6,Coflin Cough Linctus x100ml,2.0,Tab Brustan-N,1.0,15,0.4,23
6164,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",7,EmVite Multivitamin Syrup x100ml,2.0,Brustan-N 100mg/5ml Suspension x100ml,,,0.53,28
6165,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",8,Tab Boska x20,2.0,Coflin Expectorant x100ml,,,0.45,53
6166,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",9,Lokmal 80/480,2.0,Coartem 80/480mg Tablets x6,1.0,13,0.5,39
6167,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",10,Pocco Amlodipine 5mg Tablets x28,2.0,Emzolyn Cough Syrup Adult,,,0.49,48
6168,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",11,Moko GV,2.0,Pyrantrin Tablet x6,,,0.43,38
6169,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",12,Tutolin Children Cough Syrup x100ml,2.0,Babyrex Baby Mixture x60ml,,,0.41,52
6170,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",13,Coartem 80/480mg Tablets x6,1.0,Em-Vit-C 100ml Syrup,,,0.44,34
6171,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",14,Artequick 62.5/375mg Tablets x4,1.0,Postinor 2,,,0.41,32
6172,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",15,Tab Brustan-N,1.0,Neofylin Cough Syrup,,,0.42,47
6173,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",16,Cataflam Tablets 50mg x100,1.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,,0.43,31
6174,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",17,Fleming 1000mg x14,1.0,Artequick 62.5/375mg Tablets x4,1.0,14,0.43,48
6175,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",18,Benylin Original 100ml Syrup,1.0,Broncholyte 4mg/5ml Elixir x100ml,,,0.37,81
6176,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",19,Swidar 500/25mg x3,1.0,NGC Cough Syrup (Adult) x100ml,,,0.4,61
6177,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",20,Livolin Forte Capsules x30,1.0,Cream Skineal x15g,,,0.41,56
6178,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",21,Imodium 2mg Capsules x6,1.0,Aboniki Balm,,,0.41,23
6179,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",22,Amoxil 250mg Capsules (Beecham) x100,1.0,Panda Paracetamol 15ml Drops,,,0.52,61
6180,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",23,Procold Tablet x25,1.0,Emzor Paracetamol 500mg Tablets x96,,,0.42,36
6181,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",24,Oceanic Cod Liver Oil 1000mg Capsules x30,1.0,Ciprotab 500mg Tablets x10,,,0.39,37
6182,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",25,Danacid Tablets x96,1.0,Syr Astymin x200ml,,,0.36,63
6183,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",26,Ayrton's Touch and Go Solution,1.0,M&B Paracetamol Syrup 1 X 60ml Bottle,5.0,1,0.39,35
6184,"""46ecbfd6-0a7f-4b81-b5c6-b02e4746ff56""",27,Moko Nerve Liniment,1.0,Syrup Paracetamol 125mg/5ml (Emzor),,,0.47,40
