,location_id,rank,true product,true product's sold_count,predicted new product
528,"""04092371-d11b-46b2-a152-c68555932b73""",54,Fire Xtra Condoms x3,4,Citramin Syrup 100ml
529,"""04092371-d11b-46b2-a152-c68555932b73""",55,Arthemed 80/480mg Tablets x6,4,Clartem (DS) 80/480mg Tablets x6
530,"""04092371-d11b-46b2-a152-c68555932b73""",56,Allergin 5mg/5ml Syrup 60ml,4,Ceflonac-SP Tablet
531,"""04092371-d11b-46b2-a152-c68555932b73""",57,Neoskin Triple Action Cream 30g,4,Lubrica
532,"""04092371-d11b-46b2-a152-c68555932b73""",58,Liquid Paraffin 100ml,3,Cataflam Tablets 50mg x100
533,"""04092371-d11b-46b2-a152-c68555932b73""",59,Bafama Cream 30g,3,Bond Vitamin C 100mg Tablets x1000 (White)
534,"""04092371-d11b-46b2-a152-c68555932b73""",60,MIM Tonic 300ml,3,Camosunate Adult 300/100mg Tablets x12
535,"""04092371-d11b-46b2-a152-c68555932b73""",61,Flu-J Cough Syrup 100ml,3,Dettol Antibacterial Soap 110g
536,"""04092371-d11b-46b2-a152-c68555932b73""",62,Em-B-Plex 100ml Syrup,3,Gold Circle (Old) x1
537,"""04092371-d11b-46b2-a152-c68555932b73""",63,Afrab Loratadine 10mg Tablets x100,3,Evril Gentamicin 0.3% Eye Drops
538,"""04092371-d11b-46b2-a152-c68555932b73""",64,Sporidex Suspension 100ml,3,Metronidazole Infusion
539,"""04092371-d11b-46b2-a152-c68555932b73""",65,Tuxil N Adult Cough Syrup,3,Coflax Adult Syrup
540,"""04092371-d11b-46b2-a152-c68555932b73""",66,NCP Antiseptic Liquid 100ml,3,Emzoclox Suspension 100ml
541,"""04092371-d11b-46b2-a152-c68555932b73""",67,Paraflex Tablet x20,3,Zolat 100mg/5ml Suspension x20ml
542,"""04092371-d11b-46b2-a152-c68555932b73""",68,Penicillin Skin Ointment,3,Uremine 500mg Tablets x100
543,"""04092371-d11b-46b2-a152-c68555932b73""",69,Parkalin Child Cough Syrup 100ml,3,PT Strip
544,"""04092371-d11b-46b2-a152-c68555932b73""",70,Chloroquine Injection 300mg/5ml,3,Dettol 250ml Antiseptic Liquid
545,"""04092371-d11b-46b2-a152-c68555932b73""",71,Contact Cold Capsule,3,Alabukun (Powder)  - 1x10 Pack
546,"""04092371-d11b-46b2-a152-c68555932b73""",72,Maxiquine Tablets x 10,3,Omeshal 20mg Capsule x10
547,"""04092371-d11b-46b2-a152-c68555932b73""",73,Ibuprofen 200mg Tablet x10,3,Felvin 20mg Capsules x100
548,"""04092371-d11b-46b2-a152-c68555932b73""",74,Ciprotab 500mg Tablets x10,3,Backup 0.75mg Tablets x2
549,"""04092371-d11b-46b2-a152-c68555932b73""",75,Ciprotab 500mg Tablets x14,3,Camosunate 300mg/100mg (7-13years)
550,"""04092371-d11b-46b2-a152-c68555932b73""",76,Levofloxacin 500mg Tablets x10,3,Piscof Syrup
551,"""04092371-d11b-46b2-a152-c68555932b73""",77,Vasoprin 75mg Tablets x100,3,Gripe Water S/S
552,"""04092371-d11b-46b2-a152-c68555932b73""",78,Amoxil Suspension 100ml,3,CAC 1000 Sandoz Effervescent Tablets
553,"""04092371-d11b-46b2-a152-c68555932b73""",79,Emgyl 200mg/5ml Suspension 60ml,3,Loratyn 10mg Tablets x100
554,"""04092371-d11b-46b2-a152-c68555932b73""",80,Levofem Tablets,3,Sildenafil Citrate 100mg Tablets x4
555,"""04092371-d11b-46b2-a152-c68555932b73""",81,Emzor Para 1000mg Caplet x10,3,Clofenac 100mg Tablets x100
556,"""04092371-d11b-46b2-a152-c68555932b73""",82,Metrotab 400mg Tablets x100,3,Abidec Multivitamin Drops
557,"""04092371-d11b-46b2-a152-c68555932b73""",83,Fidson Paracetamol 60ml Syrup,3,Azithromycin 500mg Tablets x10
558,"""04092371-d11b-46b2-a152-c68555932b73""",84,Ranoxyl 100ml Suspension,3,Metrozole (Metronidazole) Susp 60ml
559,"""04092371-d11b-46b2-a152-c68555932b73""",85,Topmal 80/480mg Tablets x6,3,Krishat Cimetidine 200mg/2ml Injection x10
560,"""04092371-d11b-46b2-a152-c68555932b73""",86,Bonadol 100ml Syrup,3,Ocefix 100mg/5ml Suspension x60ml
561,"""04092371-d11b-46b2-a152-c68555932b73""",87,Fleming 1000mg x14,3,SKG Paracetamol 500mg Tablets x96
562,"""04092371-d11b-46b2-a152-c68555932b73""",88,Barbimox 125mg/5ml Suspension x100ml,3,Rancotrim (Co-Trimoxazole) 50ml Suspension
563,"""04092371-d11b-46b2-a152-c68555932b73""",89,Gold circle flex,3,Dr Meyer's Becombion 150ml Syrup
564,"""04092371-d11b-46b2-a152-c68555932b73""",90,Super Apeti Syrup 200ml,3,Menthodex Syrup
565,"""04092371-d11b-46b2-a152-c68555932b73""",91,Shal'Artem Suspension 60ml,2,Dermazin 1% Cream 25g
566,"""04092371-d11b-46b2-a152-c68555932b73""",92,Ibucap Cold & Flu 100ml Syrup,2,Clofenac 50mg Tablets x100
567,"""04092371-d11b-46b2-a152-c68555932b73""",93,Betadrone N Eye Drops,2,Eden Lisinopril 10mg Tablets x28
568,"""04092371-d11b-46b2-a152-c68555932b73""",94,Citramin 15ml Drop,2,Cypri Gold Capsule x30
569,"""04092371-d11b-46b2-a152-c68555932b73""",95,Fidson Vitamin C 100ml Syrup,2,Chemiron Capsules
570,"""04092371-d11b-46b2-a152-c68555932b73""",96,Tanzole 400mg Tablets,2,Metoclopramide Tablets 10mg x100
571,"""04092371-d11b-46b2-a152-c68555932b73""",97,Alberol (Albendazole) Tablet 400mg x1,2,Metrotab 200mg Tablets x100
572,"""04092371-d11b-46b2-a152-c68555932b73""",98,Artelumex Suspension x60ml,2,Bunto blood Tonic x300ml
573,"""04092371-d11b-46b2-a152-c68555932b73""",99,Tinizol 500mg x4,2,Brett Mouthwash x250ml
574,"""04092371-d11b-46b2-a152-c68555932b73""",100,Tuxil-N Syrup Child 100ml,2,Omega H3 Capsules x30
575,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",1,Methylated Spirit (Moko) x200ml,3,Amatem 80/480 Softgel x6
576,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",2,Lonart 20/120mg 60ml Suspension,2,Emzolyn Cough Syrup Adult
577,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",3,Amoksiklav Tablet 625mg x14,2,Coartem 80/480mg Tablets x6
578,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",4,Flucor Day Capsules,2,Lonart DS 80/480mg Tablets x6
579,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",5,Swifen Suspension 100ml,2,P-Alaxin 40/320mg Tablets x9
580,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",6,Brustan-N 100mg/5ml Suspension x100ml,1,Gestid 200ml Suspension
581,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",7,Panadol (Regular) 500mg 10x10,1,Coflin Expectorant x100ml
582,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",8,Ruzu Bitters x200ml,1,Panadol Extra
583,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",9,Astyfer Capsules x30,1,Ibucap Forte Capsule x10
584,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",10,Ascorex Expectorant x100ml,1,Ciprotab 500mg Tablets x10
585,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",11,Pregnacare Plus + Omega 3,1,Silverbird Eucalyptus Oil
586,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",12,Loxagyl 200mg Tablets x100,1,Bonababe Syrup
587,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",13,Gaviscon Suspension 200ml,1,Postinor 2
588,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",14,Nospamin Drops,1,Omega H3 Capsules x30
589,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",15,Aminopep Syrup 200ml,1,Astyfer Tonic x200ml
590,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",16,Neurovite Forte Tablet x100,1,Neofylin Cough Syrup
591,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",17,Ocefix 100mg/5ml Suspension x60ml,1,Bondoment  x100 Tablet
592,"""043278cf-ebbc-4c77-8fad-067e1fa2b738""",18,Dulcolax 5mg x10 Tablets,1,Robb Inhaler x12
593,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",1,Lofnac Plus Tablets x10,19,Bonababe Syrup
594,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",2,Lofnac Tablets x10,17,Pyrantrin Tablet x6
595,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",3,M&B Paracetamol Syrup 1 X 60ml Bottle,12,Panadol Extra
596,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",4,Em-Vit-C 100ml Syrup,10,Tab Brustan-N
597,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",5,Postinor 2,10,Brustan-N 100mg/5ml Suspension x100ml
598,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",6,Panda Paracetamol 15ml Drops,10,Gestid Tablets x20
599,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",7,Vitamin C Drops,10,Coartem 80/480mg Tablets x6
600,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",8,Ors G Oral,9,ABF-3 Cream 20g
601,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",9,Lonart DS 80/480mg Tablets x6,6,Babyrex Baby Mixture x60ml
602,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",10,Funbact A 30g Cream,5,Tab Boska x20
603,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",11,Methylated Spirit (Moko) x200ml,5,Dolo-Meta B x100
604,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",12,Cream Skineal x15g,5,Tribotan Adult
605,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",13,Vasoprin 75mg Tablets x100,5,Tribotan Child
606,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",14,Gascol Suspension x150ml,5,Astyfer Tonic x200ml
607,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",15,Neofylin Cough Syrup,5,Gestid 200ml Suspension
608,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",16,Tuxil N Adult Cough Syrup,5,Syrup Paracetamol 125mg/5ml (Emzor)
609,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",17,Gvither Plus Tablets,5,Panadol (Regular) 500mg 10x10
610,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",18,Tydineal Cream 20g,5,Danacid Tablets x96
611,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",19,Ciprotab 500mg Tablets x10,4,NCP Antiseptic Liquid 100ml
612,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",20,P-Alaxin 40/320mg Tablets x9,4,Solotone Tab x30
613,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",21,Fleming 625mg x14,4,Abidec Multivitamin Drops
614,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",22,Fleming 1000mg x14,4,NGC Cough Syrup (Adult) x100ml
615,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",23,Tab Loxagyl 400mg,4,Coflin Cough Linctus x100ml
616,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",24,Amatem 80/480 Softgel x6,4,Tab Paracetamol (M&B) 500mg x96
617,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",25,Lonart 20/120mg Tablets x24,4,Nospamin Drops
618,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",26,Emzolyn Cough Syrup Adult,4,De-Deon's Syrup 280ml
619,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",27,Bunto blood Tonic x300ml,4,Fleming 228.5mg/5ml Suspension
620,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",28,Postpill 150mcg Tablet,4,Silverbird Eucalyptus Oil
621,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",29,Mycoten 20g Cream,4,Pyrantrin 15ml Suspension
622,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",30,Neurogesic Extra - 1x25g Ointment,4,Cenpain Night
623,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",31,Dr Meyer's Becombion 150ml Syrup,4,Amalar 500/25mg Tablets x3
624,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",32,Amoxicillin (Unbranded) 500mg Capsules x100,3,Ibucap Forte Capsule x10
625,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",33,Ciprotab 500mg Tablets x14,3,Syr Astymin x200ml
626,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",34,Camosunate Children 150mg/50mg Tablets (1-6years) x6,3,Coflin Expectorant x100ml
627,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",35,Camosunate 300mg/100mg (7-13years),3,Gestid 100ml Suspension
628,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",36,Camosunate Adult 300/100mg Tablets x12,3,Swidar 500/25mg x3
629,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",37,Neurogesic Ointment 35g,3,Visita Plus 30g Cream
630,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",38,Loxagyl 200mg Tablets x100,3,Aboniki Balm
631,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",39,P-Alaxin 80/640mg 80ml Suspension,3,Flucamed 50mg Capsules x3
632,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",40,Tetracycline 250mg Capsules 10x10,3,Tab Vega 100
633,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",41,Ampiclox (Unbranded) 500mg Capsules x100,3,Clofenac 100mg Tablets x100
634,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",42,Mycoten Pessary,3,Artequick 62.5/375mg Tablets x4
635,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",43,Bunto Blood Caps x100,3,Calcitone Tabs 100
636,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",44,Oceanic Cod Liver Oil 1000mg Capsules x30,3,Broncholyte 4mg/5ml Elixir x100ml
637,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",45,Emzolyn Cough Syrup Child,3,Daravit Capsules x30
638,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",46,Calcimax Tablets x30,3,Neoskin Triple Action Cream 30g
639,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",47,Amatem Forte 80/480mg tablets x6,3,Amoxil Unbranded 250mg Capsules x100
640,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",48,Cenox Tablets x10,3,Menthodex Syrup
641,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",49,MIM Tonic 300ml,3,Cenox Tablets x14
642,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",50,Orheptal Tonic 300ml,3,De-Deon's Syrup 150ml
643,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",51,Yoyo Bitters 200ml,2,Epiderm Cream 30g
644,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",52,Zentel 20ml Suspension,2,Lokmal QS Combi
645,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",53,Erythromicin 500mg tablets,2,Emzor Paracetamol 500mg Tablets x96
646,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",54,Clofenac 50mg Tablets x100,2,Ibucap x20
647,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",55,Fesulf Satchet x100,2,Tuxil D Children Cough Syrup
648,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",56,Tutolin Expectorant x100ml,2,Whitfield's Ointment 20g
649,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",57,Tutolin Children Cough Syrup x100ml,2,NGC Cough Syrup (Child) x100ml
650,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",58,Glucophage 500mg Tablets x30,2,Loratadine (Afrab) Syrup 60ml
651,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",59,Tuxil-N Syrup Child 100ml,2,Spartan C 100mg Tablets (White) x100
652,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",60,Neurogesic 1 X 85g Ointment,2,Kiss Condoms
653,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",61,Calgovite Vitamin C (High Strenght ) 1000mg 1 X 20 Effervescent Tablets,2,Alabukun (Powder)  - 1x10 Pack
654,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",62,Bondoment  x100 Tablet,2,Lofnac Gel 30g
655,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",63,Daravite Forte Capsules x50,2,Levofem Tablets
656,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",64,Cyprigold Syrup 200ml,2,Astymin Capsules x20
657,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",65,Cypri Gold 100ml Syrup,2,Axacef 500mg Tablets
658,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",66,PT Strip,1,Lonart 20/120mg 60ml Suspension
659,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",67,Mycoten V Cream,1,Acneaway Cream 20g
660,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",68,Cypri Gold Capsule x30,1,Ciprobon 500mg Caplets x10
661,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",69,Plagerine 75mg Tabs x30,1,Antallerge 10ml Eye drop
662,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",70,Gentamicin Ointment,1,Sudrex 500mg/30mg Tablets x20
663,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",71,Bonduretic Tablets x100,1,Zentel 200mg Tablets x2
664,"""049a5250-e73a-42a0-85af-c28e1c7ddd32""",72,Sinufed Tablets x100,1,Neurovite Forte Tablet x100
665,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",1,Amatem 80/480 Softgel x6,49,Neofylin Cough Syrup
666,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",2,Zentel 200mg Tablets x2,39,Gaviscon Suspension 200ml
667,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",3,menthodex,31,Lonart 20/120mg 60ml Suspension
668,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",4,Aboniki Balm,20,Diflucan 50mg Capsules x3
669,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",5,Tab Sudrex 500mg/30mg,20,Flucor Day Capsules
670,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",6,Tab Vega 100,19,Camosunate Children 150mg/50mg Tablets (1-6years) x6
671,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",7,Artequick 62.5/375mg Tablets x4,19,Fleming 1000mg x14
672,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",8,Emal Injection 150mg/2ml x3,18,Felvin 20mg Capsules x100
673,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",9,Gestid Tablets x20,18,Fluzole 50mg Tablet
674,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",10,Lonart DS 80/480mg Tablets x6,17,Cyplox 500mg (Ciprofloxacin) x 10Tablets
675,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",11,Clartem (DS) 80/480mg Tablets x6,17,Gold circle flex
676,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",12,Cream Skineal x15g,16,Bonababe Syrup
677,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",13,Postpill 150mcg Tablet,16,Tab Paracetamol (M&B) 500mg x96
678,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",14,Coartem 80/480mg Tablets x6,14,Broncholyte 4mg/5ml Elixir x100ml
679,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",15,Gestid 200ml Suspension,14,Nospamin Drops
680,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",16,D-Koff 100ml Expectorant ,13,Fleming 228.5mg/5ml Suspension
681,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",17,Alabukun (Powder)  - 1x10 Pack,13,Clartem 20/120mg Tablets x24
682,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",18,Coflin Cough Linctus x100ml,12,Camosunate Adult 300/100mg Tablets x12
683,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",19,Ciprotab 500mg Tablets x10,11,Cotton Wool 300g
684,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",20,Pyrantrin Tablet x6,11,Odomos 50g Cream (Medium size)
685,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",21,Coflin Expectorant x100ml,10,Tutolin Children Cough Syrup x100ml
686,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",22,Camosunate 300mg/100mg (7-13years),10,Zolat 100mg/5ml Suspension x20ml
687,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",23,Em-Vit-C 100ml Syrup,10,Kacham Caplets x20
688,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",24,Cenpain Night,10,Caps Augmentin 375mg
689,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",25,Postinor 2,9,Methylated Spirit (Moko) x200ml
690,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",26,Gestid 100ml Suspension,9,Primpex 50ml Suspension
691,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",27,Tab Boska x20,9,Tiniflox 600/200mg Tablets x10
692,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",28,Zedex Cold Capsules x10,9,Tribotan Child
693,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",29,Ors G Oral,9,Loratadine (Afrab) Syrup 60ml
694,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",30,Biocoten Cream,8,M&B Paracetamol Syrup 1 X 60ml Bottle
695,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",31,Emzolyn Cough Syrup Adult,8,Supramult Capsules x30
696,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",32,Rough Rider Condom x3,8,Loratyn 10mg Tablets x100
697,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",33,Allergin 5mg/5ml Syrup 60ml,8,Day by Day Vitamin C Glucose x20
698,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",34,Tab Loxagyl 400mg,7,Meyer's B-Complex Tabs x100
699,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",35,K-Y Jelly 50g,7,Emzoron Blood Tonic 200ml
700,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",36,Fiesta Strawberry,7,Lofnac Tablets x10
701,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",37,Emzor Para 1000mg Caplet x10,7,Abidec Multivitamin Drops
702,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",38,Fleming 625mg x14,7,Lofnac Plus Tablets x10
703,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",39,Actifed Tablets,6,Babyrex Baby Mixture x60ml
704,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",40,Gold Circle (Old) x24,6,ABF-3 Cream 20g
705,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",41,Pocco Amlodipine 10mg Tablets x28,6,Lofnac Gel 30g
706,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",42,Zedex D Capsules x10,6,Amoxil 250mg Capsules (Beecham) x100
707,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",43,Syrup Paracetamol 125mg/5ml (Emzor),5,Wellwoman 50+ Tablets x30
708,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",44,Panadol (Regular) 500mg 10x10,5,Arenax Plus Forte 80/480mg Tablets x6
709,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",45,Getzlox 500mg Tab,5,Durex Fetherlite  x3
710,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",46,Omefast 20mg Capsules x14,5,Perilon 5mg Tablets x100
711,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",47,Tutolin Expectorant x100ml,5,Astymin Capsules x20
712,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",48,Paracetamol Injection 300mg/2ml x10 Ampoules,5,Clopidogrel 75mg Tablets x28
713,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",49,Ciprotab 500mg Tablets x14,4,Omega H3 Capsules x30
714,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",50,Visita Plus 30g Cream,4,Cenox Tablets x14
715,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",51,Neurogesic Ointment 35g,4,Metrotab 400mg Tablets x100
716,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",52,Vasoprin 75mg Tablets x100,4,Swisec 500mg Tablets x4
717,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",53,Ruzu Bitters x200ml,4,Emzor Paracetamol Drop 100mg/ml 15ml
718,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",54,Plaster Roll 4inches,4,Mycoten V Cream
719,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",55,Ventolin Inhaler,4,Diclofenac Tablets 50mg (Dexel)
720,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",56,Celebrex 200mg tablets x10,4,Trimac Forte 960mg Tablets x10
721,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",57,Lubrica,4,Amatem Forte 80/480mg tablets x6
722,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",58,Mycoten 20g Cream,4,Amalar 500/25mg Tablets x50
723,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",59,Arthemed 80/480mg Tablets x6,4,Ciprotab-TN Tablets x10
724,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",60,Ferobin Tonic 200ml Syrup,4,Fire Xtacy Condoms x3
725,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",61,Cotton wool 100g,4,Ocefix 100mg/5ml Suspension x60ml
726,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",62,Glucophage 500mg Tablets x30,4,Strepsils (Orange + Vitamin C) x24
727,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",63,Cenox Tablets x10,4,NGC Cough Syrup (Child) x100ml
728,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",64,Synriam 150/750mg Tablets x3,4,Moko Calamine 100ml Lotion
729,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",65,Panadol Extra,3,Erythromicin 500mg tablets
730,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",66,Daflon 500mg Tablets x15,3,Gaviscon Double Action Syrup 150ml
731,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",67,Funbact A 30g Cream,3,Amoxicillin (Unbranded) 500mg Capsules x100
732,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",68,NCP Antiseptic Liquid 100ml,3,Axacef 500mg Tablets
733,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",69,Reload Men x30 Tablets,3,Primolut N 5mg Tablets x30
734,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",70,Actifed Syrup x60ml,3,Emzoclox Suspension 100ml
735,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",71,Syr Astymin x200ml,3,Reprofen 100ml Suspension
736,"""05b94f69-344f-4db7-ae3b-1c02cb2d3bdc""",72,Ampiclox (Unbranded) 500mg Capsules x100,3,Tab Brustan-N
