,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank,predicted product sells at fraction of locations,predicted product's average rank at locations selling it
3033,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",1,Tab Brustan-N,68.0,Lofnac Tablets x10,38.0,2,0.35,41
3034,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",2,Lofnac Tablets x10,38.0,Cenpain Night,9.0,20,0.26,70
3035,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",3,Chloroquine Injection 300mg/5ml,25.0,ABF-3 Cream 20g,5.0,33,0.33,70
3036,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",4,Gentamicin 80mg/2ml Injection x10,18.0,Tab Brustan-N,68.0,1,0.4,23
3037,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",5,M&B Paracetamol Syrup 1 X 60ml Bottle,15.0,M&B Paracetamol Syrup 1 X 60ml Bottle,15.0,5,0.39,35
3038,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",6,Amlong 5mg Tablets x30,15.0,Vasoprin 75mg Tablets x100,14.0,7,0.33,67
3039,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",7,Vasoprin 75mg Tablets x100,14.0,Tab Paracetamol (M&B) 500mg x96,14.0,8,0.38,23
3040,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",8,Tab Paracetamol (M&B) 500mg x96,14.0,Ampiclox (Unbranded) 500mg Capsules x100,2.0,55,0.24,98
3041,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",9,Postinor 2,13.0,Bunto Blood Caps x100,,,0.28,76
3042,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",10,De-Deon's Syrup 280ml,13.0,Funbact A 30g Cream,5.0,31,0.43,34
3043,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",11,Ibucap x20,13.0,Emzor Paracetamol 500mg Tablets x96,,,0.42,36
3044,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",12,Paracetamol Injection 300mg/2ml x10 Ampoules,13.0,Erythromicin 500mg tablets,12.0,13,0.28,64
3045,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",13,Erythromicin 500mg tablets,12.0,Ciprotab 500mg Tablets x10,3.0,43,0.39,37
3046,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",14,Brustan-N 100mg/5ml Suspension x100ml,11.0,Babyrex Baby Mixture x60ml,11.0,15,0.41,52
3047,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",15,Babyrex Baby Mixture x60ml,11.0,Oceanic Cod Liver Oil 1000mg Capsules x30,,,0.24,53
3048,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",16,Tab Loxagyl 400mg,10.0,Amoxicillin (Unbranded) 500mg Capsules x100,5.0,29,0.29,85
3049,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",17,Lonart 20/120mg Tablets x24,10.0,Brustan-N 100mg/5ml Suspension x100ml,11.0,14,0.53,28
3050,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",18,Aboniki Balm,10.0,Pocco Amlodipine 10mg Tablets x28,,,0.16,53
3051,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",19,Amatem 80/480 Softgel x6,9.0,Cenox Tablets x10,4.0,40,0.37,54
3052,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",20,Cenpain Night,9.0,Em-Vit-C 100ml Syrup,,,0.44,34
3053,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",21,Amlong 10mg Tablets x30,9.0,Fleming 625mg x14,,,0.38,59
3054,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",22,Gvither Plus Tablets,9.0,Fleming 228.5mg/5ml Suspension,8.0,24,0.28,81
3055,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",23,Spartan C 100mg Tablets (White) x100,9.0,Danacid Tablets x96,4.0,37,0.24,69
3056,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",24,Fleming 228.5mg/5ml Suspension,8.0,Gentamicin 80mg/2ml Injection x10,18.0,4,0.17,76
3057,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",25,Arenax Plus Forte 80/480mg Tablets x6,7.0,Aboniki Balm,10.0,18,0.41,23
3058,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",26,Chlorpheniramine 10mg/ml Injection x10,7.0,Bunto blood Tonic x300ml,,,0.28,74
3059,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",27,Lisinopril 10mg (Pocco) Tablets  x28,6.0,Clofenac 50mg Tablets x100,3.0,49,0.29,129
3060,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",28,Cefuroxime 125mg/5ml (Fidson) 70ml Suspension,6.0,Ors G Oral,3.0,45,0.36,46
3061,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",29,Amoxicillin (Unbranded) 500mg Capsules x100,5.0,Ciprotab 500mg Tablets x14,5.0,30,0.4,44
3062,"""3b944ca9-6dd4-44aa-bef9-212aa19f67c2""",30,Ciprotab 500mg Tablets x14,5.0,Cream Skineal x15g,,,0.41,56
3063,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",1,Tab Paracetamol (M&B) 500mg x96,20.0,Emzolyn Cough Syrup Child,3.0,50,0.41,64
3064,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",2,Babyrex Baby Mixture x60ml,20.0,Alabukun (Powder)  - 1x10 Pack,1.0,83,0.31,100
3065,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",3,Bonababe Syrup,15.0,Pyrantrin Tablet x6,3.0,48,0.43,38
3066,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",4,M&B Paracetamol Syrup 1 X 60ml Bottle,15.0,Moko GV,3.0,56,0.16,83
3067,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",5,Curefenac 50mg,15.0,Bunto Blood Caps x100,3.0,46,0.28,76
3068,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",6,Lokmal QS Combi,14.0,Emzolyn Cough Syrup Adult,2.0,64,0.49,48
3069,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",7,Ors G Oral,13.0,NGC Cough Syrup (Child) x100ml,2.0,63,0.34,72
3070,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",8,Lofnac Tablets x10,10.0,Methylated Spirit (Moko) x200ml,3.0,39,0.35,51
3071,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",9,Meprasil x20,10.0,Tab Paracetamol (M&B) 500mg x96,20.0,1,0.38,23
3072,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",10,Postpill 150mcg Tablet,9.0,Coflin Expectorant x100ml,3.0,41,0.45,53
3073,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",11,Bonakoff 100ml Expectorant,8.0,NGC Cough Syrup (Adult) x100ml,2.0,62,0.4,61
3074,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",12,Mist Mag Suspension 200ml,8.0,Bunto blood Tonic x300ml,2.0,67,0.28,74
3075,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",13,Brustan-N 100mg/5ml Suspension x100ml,7.0,Tab Boska x20,4.0,35,0.33,53
3076,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",14,Postinor 2,7.0,Panda Paracetamol 15ml Drops,6.0,19,0.52,61
3077,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",15,Camosunate 300mg/100mg (7-13years),7.0,Moko Iodine,3.0,55,0.16,80
3078,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",16,Camosunate Children 150mg/50mg Tablets (1-6years) x6,6.0,Lofnac Tablets x10,10.0,8,0.35,41
3079,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",17,Camosunate Adult 300/100mg Tablets x12,6.0,Ibucap x20,4.0,36,0.17,26
3080,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",18,Ascochew Vitamin C (White),6.0,Lonart 20/120mg Tablets x24,,,0.3,56
3081,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",19,Panda Paracetamol 15ml Drops,6.0,Fesulf Satchet x100,3.0,54,0.12,68
3082,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",20,Tutolin Expectorant x100ml,6.0,Bonababe Syrup,15.0,3,0.55,35
3083,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",21,Tutolin Children Cough Syrup x100ml,6.0,Amatem  20/120mg x18 Softgels,,,0.17,68
3084,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",22,Shal'artem 80/480mg Tablets x6,6.0,Tutolin Children Cough Syrup x100ml,6.0,21,0.24,75
3085,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",23,Emzor Paracetamol 500mg Tablets x96,5.0,Babyrex Baby Mixture x60ml,20.0,2,0.41,52
3086,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",24,Syrup Paracetamol 125mg/5ml (Emzor),5.0,Coflin Cough Linctus x100ml,4.0,34,0.37,66
3087,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",25,Em-Vit-C 100ml Syrup,5.0,Lofnac Plus Tablets x10,5.0,27,0.29,62
3088,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",26,Gestid 200ml Suspension,5.0,Ors G Oral,13.0,7,0.36,46
3089,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",27,Lofnac Plus Tablets x10,5.0,Em-Vit-C 100ml Syrup,5.0,25,0.44,34
3090,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",28,Bonadol 100ml Syrup,5.0,Gestid 200ml Suspension,5.0,26,0.53,39
3091,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",29,Emcap Syrup 60ml,5.0,Pyrantrin 15ml Suspension,3.0,51,0.27,76
3092,"""3d14e4c2-4833-43fb-8d77-46cd769e24ea""",30,Curefenac 100mg,5.0,De-Deon's Syrup 280ml,3.0,43,0.36,53
3093,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",1,Syrup Paracetamol 125mg/5ml (Emzor),60.0,Ampiclox 250mg/5ml Suspension ×100ml,10.0,18,0.18,94
3094,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",2,Zentel 200mg Tablets x2,48.0,Klovinal Pessary 500/100mg 1 X 6 Pessary,,,0.16,80
3095,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",3,Postpill 150mcg Tablet,40.0,Em Vit C 100mg (White) Tablets x100,20.0,7,0.16,59
3096,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",4,Pyrantrin Tablet x6,25.0,Gestid 200ml Suspension,5.0,47,0.53,39
3097,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",5,Emzolyn Cough Syrup Adult,20.0,Biocoten Cream,10.0,19,0.25,83
3098,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",6,Zolat 200mg Tablets x2,20.0,Amoxil (Beecham) 500mg Capsules,,,0.24,82
3099,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",7,Em Vit C 100mg (White) Tablets x100,20.0,Zentel 200mg Tablets x2,48.0,2,0.4,31
3100,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",8,Bonababe Syrup,16.0,Piriton triple action syrup for children,5.0,48,0.13,86
3101,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",9,D-Koff 100ml Expectorant ,14.0,Loratyn 10mg Tablets x100,,,0.31,107
3102,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",10,Aboniki Balm,12.0,Emzor Paracetamol 500mg Tablets x96,,,0.42,36
3103,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",11,Meyer's B-Complex Tabs x100,12.0,Actifed Tablets,,,0.29,72
3104,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",12,Fiesta Ribbed,12.0,Bonababe Syrup,16.0,8,0.55,35
3105,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",13,Neo-Presol Acne/After Shave Lotion 25ml,12.0,Doxycap 100mg Capsules x100,,,0.18,130
3106,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",14,Lofnac Gel 30g,12.0,Pyrantrin Tablet x6,25.0,4,0.43,38
3107,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",15,Susp. Zithromax 250mg/5ml,11.0,Lonart DS 80/480mg Tablets x6,,,0.51,27
3108,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",16,Caps Augmentin 375mg,11.0,Funbact A 30g Cream,,,0.43,34
3109,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",17,Coflin Expectorant x100ml,10.0,Zolat 100mg/5ml Suspension x20ml,,,0.29,66
3110,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",18,Ampiclox 250mg/5ml Suspension ×100ml,10.0,Polygel 200ml Suspension ,,,0.17,94
3111,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",19,Biocoten Cream,10.0,Camosunate 300mg/100mg (7-13years),,,0.4,52
3112,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",20,Coflin Cough Linctus x100ml,10.0,Lonart 20/120mg 60ml Suspension,,,0.41,57
3113,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",21,EmVite Multivitamin Syrup x100ml,10.0,Strepsils (Original) x24,3.0,63,0.2,114
3114,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",22,Emzolyn Cough Syrup Child,10.0,Panadol Extra,,,0.54,65
3115,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",23,Flucamed 50mg Capsules x10,10.0,Amatem 80/480 Softgel x6,,,0.54,16
3116,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",24,Acycor Plus 100/500mg Tablets x10,10.0,Cenox Tablets x10,10.0,33,0.37,54
3117,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",25,Em Vit C Drops 15ml,10.0,Fleming 625mg x14,,,0.38,59
3118,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",26,Em-Vit C 100mg (Coloured) Tablets x100,10.0,Robb Balm (Bottle),,,0.11,45
3119,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",27,Mycoten 20g Cream,10.0,Emzolyn Cough Syrup Adult,20.0,5,0.49,48
3120,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",28,ABF-3 Cream 20g,10.0,Coartem 80/480mg Tablets x6,,,0.5,39
3121,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",29,Antallerge 10ml Eye drop,10.0,Diabetmin 500mg Tablets x100,,,0.21,127
3122,"""3d7bc29f-9a9d-47ea-a823-e9effeb2a295""",30,Odomos 50g Cream (Medium size),10.0,Em-Vit-C 100ml Syrup,,,0.44,34
3123,"""3df2c22d-59de-4096-b803-9715b4af6c14""",1,Amalar 500/25mg Tablets x3,31.0,Robb Balm (Bottle),2.0,176,0.11,45
3124,"""3df2c22d-59de-4096-b803-9715b4af6c14""",2,Amatem 80/480 Softgel x6,30.0,Erythromicin 500mg tablets,10.0,25,0.28,64
3125,"""3df2c22d-59de-4096-b803-9715b4af6c14""",3,Cenox Tablets x14,28.0,Actifed Tablets,2.0,152,0.29,72
3126,"""3df2c22d-59de-4096-b803-9715b4af6c14""",4,Pyrantrin Tablet x6,23.0,Amoxil 250mg Capsules (Beecham) x100,5.0,64,0.26,122
3127,"""3df2c22d-59de-4096-b803-9715b4af6c14""",5,Fleming 625mg x14,21.0,Cenox Tablets x10,14.0,8,0.37,54
3128,"""3df2c22d-59de-4096-b803-9715b4af6c14""",6,Ibasunate 40/320mg Softgels x9,16.0,Synriam 150/750mg Tablets x3,9.0,30,0.17,84
3129,"""3df2c22d-59de-4096-b803-9715b4af6c14""",7,Em Vit C 100mg (White) Tablets x100,14.0,Allergin 5mg/5ml Syrup 60ml,1.0,226,0.2,85
3130,"""3df2c22d-59de-4096-b803-9715b4af6c14""",8,Cenox Tablets x10,14.0,Tab Glucophage 1000mg,2.0,147,0.25,89
3131,"""3df2c22d-59de-4096-b803-9715b4af6c14""",9,Cotton Wool 50g,13.0,Cenox Tablets x14,28.0,3,0.31,68
3132,"""3df2c22d-59de-4096-b803-9715b4af6c14""",10,Syrup Paracetamol 125mg/5ml (Emzor),12.0,EmVite Multivitamin Syrup x100ml,5.0,71,0.29,82
3133,"""3df2c22d-59de-4096-b803-9715b4af6c14""",11,Aboniki Balm,12.0,Clartem (DS) 80/480mg Tablets x6,4.0,105,0.23,41
3134,"""3df2c22d-59de-4096-b803-9715b4af6c14""",12,Klovinal Pessary 500/100mg 1 X 6 Pessary,12.0,Tribact 30g Cream,4.0,100,0.07,93
3135,"""3df2c22d-59de-4096-b803-9715b4af6c14""",13,Zoxine DS 80/480mg Tablets x6,12.0,Antallerge 10ml Eye drop,,,0.24,82
3136,"""3df2c22d-59de-4096-b803-9715b4af6c14""",14,Brustan-N 100mg/5ml Suspension x100ml,11.0,Panda Paracetamol 15ml Drops,4.0,93,0.52,61
3137,"""3df2c22d-59de-4096-b803-9715b4af6c14""",15,Lonart DS 80/480mg Tablets x6,10.0,Zentel 200mg Tablets x2,10.0,18,0.4,31
3138,"""3df2c22d-59de-4096-b803-9715b4af6c14""",16,Emzor Paracetamol 500mg Tablets x96,10.0,Glucophage 500mg Tablets x30,2.0,184,0.32,79
3139,"""3df2c22d-59de-4096-b803-9715b4af6c14""",17,Ciprotab 500mg Tablets x14,10.0,Biocoten Cream,2.0,157,0.25,83
3140,"""3df2c22d-59de-4096-b803-9715b4af6c14""",18,Zentel 200mg Tablets x2,10.0,Tab Boska x20,2.0,163,0.33,53
3141,"""3df2c22d-59de-4096-b803-9715b4af6c14""",19,Tab Brustan-N,10.0,Em Vit C 100mg (White) Tablets x100,14.0,7,0.16,59
3142,"""3df2c22d-59de-4096-b803-9715b4af6c14""",20,Clartem 20/120mg Tablets x24,10.0,Broncholyte 4mg/5ml Elixir x100ml,,,0.37,81
3143,"""3df2c22d-59de-4096-b803-9715b4af6c14""",21,Lonart 20/120mg Tablets x24,10.0,Vigor Chocolate for Men Singles x1 ,4.0,83,0.04,83
3144,"""3df2c22d-59de-4096-b803-9715b4af6c14""",22,Lincomman Capsules x12,10.0,Hydrogen Peroxide 100ml ,1.0,229,0.09,84
3145,"""3df2c22d-59de-4096-b803-9715b4af6c14""",23,Emzolyn Cough Syrup Adult,10.0,Vasoprin 75mg Tablets x100,5.0,69,0.33,67
3146,"""3df2c22d-59de-4096-b803-9715b4af6c14""",24,Emtrim 480mg Tablets x10,10.0,Lonart 20/120mg 60ml Suspension,6.0,44,0.41,57
3147,"""3df2c22d-59de-4096-b803-9715b4af6c14""",25,Erythromicin 500mg tablets,10.0,Retrax 40mg Tablets x3,2.0,162,0.05,89
3148,"""3df2c22d-59de-4096-b803-9715b4af6c14""",26,Sulphur Ointment 30g ,10.0,Mycoten Pessary,1.0,208,0.22,113
3149,"""3df2c22d-59de-4096-b803-9715b4af6c14""",27,Ciprobon 500mg Caplets x10,10.0,Methylated Spirit (Moko) x200ml,,,0.35,51
3150,"""3df2c22d-59de-4096-b803-9715b4af6c14""",28,Emzolyn Cough Syrup Child,9.0,Ampicillin 500mg Capsules x100,1.0,213,0.06,145
3151,"""3df2c22d-59de-4096-b803-9715b4af6c14""",29,Amatem 20/120mg x24 Softgels,9.0,Syrup Paracetamol 125mg/5ml (Emzor),12.0,10,0.47,40
3152,"""3df2c22d-59de-4096-b803-9715b4af6c14""",30,Synriam 150/750mg Tablets x3,9.0,Fleming 1000mg x14,4.0,85,0.33,78
3153,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",1,menthodex,27.0,Funbact A 30g Cream,,,0.43,34
3154,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",2,Babyrex Baby Mixture x60ml,22.0,Brustan-N 100mg/5ml Suspension x100ml,,,0.53,28
3155,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",3,Bonababe Syrup,19.0,Bonababe Syrup,19.0,3,0.55,35
3156,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",4,Loratadine (Afrab) Syrup 60ml,10.0,Syrup Paracetamol 125mg/5ml (Emzor),,,0.47,40
3157,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",5,WAIPA 30/225mg Tablets x12,9.0,Emzolyn Cough Syrup Adult,,,0.49,48
3158,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",6,Camosunate Children 150mg/50mg Tablets (1-6years) x6,7.0,Em-Vit-C 100ml Syrup,,,0.44,34
3159,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",7,Panda Paracetamol 15ml Drops,4.0,Gestid 200ml Suspension,,,0.53,39
3160,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",8,Pyrantrin Tablet x6,3.0,Coartem 80/480mg Tablets x6,,,0.5,39
3161,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",9,Brustan-N 60ml Syrup,2.0,Emzor Paracetamol 500mg Tablets x96,,,0.42,36
3162,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",10,Strepsils (Orange + Vitamin C) x24,2.0,Amatem 80/480 Softgel x6,,,0.54,16
3163,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",11,Artequick 62.5/375mg Tablets x4,2.0,Panadol (Regular) 500mg 10x10,,,0.42,66
3164,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",12,M&B Paracetamol Syrup 1 X 60ml Bottle,2.0,Panadol Extra,,,0.54,65
3165,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",13,Emzor Paracetamol Drop 100mg/ml 15ml,2.0,Babyrex Baby Mixture x60ml,22.0,2,0.41,52
3166,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",14,Fidson Paracetamol 60ml Syrup,2.0,Swidar 500/25mg x3,,,0.4,42
3167,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",15,,,Cream Skineal x15g,,,0.41,56
3168,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",16,,,Emzolyn Cough Syrup Child,,,0.41,64
3169,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",17,,,Camosunate Children 150mg/50mg Tablets (1-6years) x6,7.0,6,0.43,31
3170,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",18,,,Panda Paracetamol 15ml Drops,4.0,7,0.52,61
3171,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",19,,,Alabukun (Powder)  - 1x10 Pack,,,0.31,100
3172,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",20,,,Tab Sudrex 500mg/30mg,,,0.27,35
3173,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",21,,,Lonart DS 80/480mg Tablets x6,,,0.51,27
3174,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",22,,,M&B Paracetamol Syrup 1 X 60ml Bottle,2.0,12,0.39,35
3175,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",23,,,Loratadine (Afrab) Syrup 60ml,10.0,4,0.35,74
3176,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",24,,,Ors G Oral,,,0.36,46
3177,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",25,,,Aboniki Balm,,,0.41,23
3178,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",26,,,Methylated Spirit (Moko) x200ml,,,0.35,51
3179,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",27,,,Gestid Tablets x20,,,0.41,60
3180,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",28,,,Lofnac Plus Tablets x10,,,0.29,62
3181,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",29,,,D-Koff 100ml Expectorant ,,,0.22,64
3182,"""3ead4d15-611a-45db-ab16-c18a4e97eef6""",30,,,P-Alaxin 40/320mg Tablets x9,,,0.42,62
3183,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",1,Postinor 2,40.0,Amatem 80/480 Softgel x6,20.0,4,0.54,16
3184,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",2,Pyrantrin Tablet x6,25.0,Lonart DS 80/480mg Tablets x6,20.0,3,0.51,27
3185,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",3,Lonart DS 80/480mg Tablets x6,20.0,M&B Paracetamol Syrup 1 X 60ml Bottle,5.0,24,0.39,35
3186,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",4,Amatem 80/480 Softgel x6,20.0,De-Deon's Syrup 280ml,2.0,43,0.36,53
3187,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",5,Tab Paracetamol (M&B) 500mg x96,20.0,Postinor 2,40.0,1,0.41,32
3188,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",6,Postpill 150mcg Tablet,20.0,Em-Vit-C 100ml Syrup,5.0,18,0.44,34
3189,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",7,Lofnac Tablets x10,20.0,Camosunate 300mg/100mg (7-13years),5.0,22,0.4,52
3190,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",8,Lofnac Plus Tablets x10,20.0,Ciprotab 500mg Tablets x10,10.0,10,0.39,37
3191,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",9,Omefast 20mg Capsules x14,20.0,Camosunate Children 150mg/50mg Tablets (1-6years) x6,5.0,21,0.43,31
3192,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",10,Ciprotab 500mg Tablets x10,10.0,Ciprotab 500mg Tablets x14,,,0.4,44
3193,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",11,Visita Plus 30g Cream,10.0,Tab Paracetamol (M&B) 500mg x96,20.0,5,0.38,23
3194,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",12,Oceanic Cod Liver Oil 1000mg Capsules x30,10.0,Artequick 62.5/375mg Tablets x4,5.0,17,0.43,48
3195,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",13,Amatem Forte 80/480mg tablets x6,10.0,Aboniki Balm,,,0.41,23
3196,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",14,Moko mist mag 200ml suspension,10.0,Gestid 200ml Suspension,5.0,19,0.53,39
3197,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",15,Vasoprin 75mg Tablets x100,6.0,Babyrex Baby Mixture x60ml,,,0.41,52
3198,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",16,Amatem  20/120mg x18 Softgels,6.0,Coartem 80/480mg Tablets x6,,,0.5,39
3199,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",17,Artequick 62.5/375mg Tablets x4,5.0,Menthodex Syrup,,,0.37,63
3200,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",18,Em-Vit-C 100ml Syrup,5.0,Coflin Cough Linctus x100ml,,,0.37,66
3201,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",19,Gestid 200ml Suspension,5.0,Lokmal QS Combi,,,0.32,61
3202,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",20,Amalar 500/25mg Tablets x3,5.0,Lonart 20/120mg 60ml Suspension,,,0.41,57
3203,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",21,Camosunate Children 150mg/50mg Tablets (1-6years) x6,5.0,Zentel 200mg Tablets x2,,,0.4,31
3204,"""3f9a6257-8875-460b-b26c-7efeb9606fc4""",22,Camosunate 300mg/100mg (7-13years),5.0,Coflin Expectorant x100ml,,,0.45,53
