,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank
814,"""08f3b52f-7054-4397-8485-3893fa7af670""",14,Topmal 80/480mg Tablets x6,14.0,Postpill 150mcg Tablet,2.0,185
815,"""08f3b52f-7054-4397-8485-3893fa7af670""",15,Zoxine DS 80/480mg Tablets x6,14.0,Syrup Paracetamol 125mg/5ml (Emzor),7.0,41
816,"""08f3b52f-7054-4397-8485-3893fa7af670""",16,Ibu Age (Ibuprofen) 400mg Tablets x10,13.0,Nocof 15ml Drops,4.0,86
817,"""08f3b52f-7054-4397-8485-3893fa7af670""",17,Syceph (Ceftriaxone/WFI) Injection x1g,13.0,Cod Liver Oil 1000mg Soft Gel Capsule 30,,
818,"""08f3b52f-7054-4397-8485-3893fa7af670""",18,Amalar 500/25mg Tablets x50,12.0,Tuxil N Adult Cough Syrup,2.0,162
819,"""08f3b52f-7054-4397-8485-3893fa7af670""",19,Tab Boska x20,12.0,Lofnac Tablets x10,15.0,12
820,"""08f3b52f-7054-4397-8485-3893fa7af670""",20,Bonababe Syrup,11.0,Chlorpheniramine 4mg Tablet (Emzor) x100,8.0,35
821,"""08f3b52f-7054-4397-8485-3893fa7af670""",21,Pinnazole Omeprazole 20mg Capsules x14,10.0,Ibucap Cold & Flu Tablets x4,27.0,6
822,"""08f3b52f-7054-4397-8485-3893fa7af670""",22,Maxiquine Tablets x 10,9.0,Amoxicillin (Unbranded) 500mg Capsules x100,5.0,82
823,"""08f3b52f-7054-4397-8485-3893fa7af670""",23,Asad 200ml Suspension,9.0,Ibu Age (Ibuprofen) 400mg Tablets x10,13.0,16
824,"""08f3b52f-7054-4397-8485-3893fa7af670""",24,Infusion Giving set,9.0,Artemether/Lumefantrine 80/480mg Tablet x6,35.0,4
825,"""08f3b52f-7054-4397-8485-3893fa7af670""",25,Amlodipine 10mg Tablets x28,9.0,Super Apeti 2 x 10 Tablets,9.0,26
826,"""08f3b52f-7054-4397-8485-3893fa7af670""",26,Super Apeti 2 x 10 Tablets,9.0,Alberol (Albendazole) Tablet 400mg x1,19.0,9
827,"""08f3b52f-7054-4397-8485-3893fa7af670""",27,Rancotrim (Co-Trimoxazole) 50ml Suspension,8.0,Loratadine (Afrab) Syrup 60ml,,
828,"""08f3b52f-7054-4397-8485-3893fa7af670""",28,Asad Suspension 100ml 1x1 Bottle,8.0,Contact Cold Capsule,5.0,69
829,"""08f3b52f-7054-4397-8485-3893fa7af670""",29,Solotone Plus Capsule x30,8.0,Ketoconazole Cream 30g,2.0,164
830,"""08f3b52f-7054-4397-8485-3893fa7af670""",30,Postinor 2,8.0,Gold Circle (Old) x1,49.0,2
831,"""08f3b52f-7054-4397-8485-3893fa7af670""",31,Emzolyn Cough Syrup Adult,8.0,Ibuprofen 200mg Tablet x10,6.0,59
832,"""08f3b52f-7054-4397-8485-3893fa7af670""",32,Panda Paracetamol 15ml Drops,8.0,Neoskin Triple Action Cream 30g,6.0,62
833,"""08f3b52f-7054-4397-8485-3893fa7af670""",33,Dicnac Diclofenac 50mg Tablets x10,8.0,Maladar 25/500mg Tablets x3,51.0,1
834,"""08f3b52f-7054-4397-8485-3893fa7af670""",34,Eden Lisinopril 10mg Tablets x28,8.0,Emzor Paracetamol Drop 100mg/ml 15ml,3.0,140
835,"""08f3b52f-7054-4397-8485-3893fa7af670""",35,Chlorpheniramine 4mg Tablet (Emzor) x100,8.0,Tab Boska x20,12.0,19
836,"""08f3b52f-7054-4397-8485-3893fa7af670""",36,Acneaway Cream 20g,8.0,Pinnazole Omeprazole 20mg Capsules x14,10.0,21
837,"""08f3b52f-7054-4397-8485-3893fa7af670""",37,Tinizol 500mg x4,7.0,Paracetamol Injection 300mg/2ml x10 Ampoules,7.0,46
838,"""08f3b52f-7054-4397-8485-3893fa7af670""",38,Swidar 500/25mg x3,7.0,Flu-J Cough Syrup 100ml,2.0,159
839,"""08f3b52f-7054-4397-8485-3893fa7af670""",39,Tab Loxagyl 400mg,7.0,Cold Free Tablet x8,3.0,121
840,"""08f3b52f-7054-4397-8485-3893fa7af670""",40,Viscoplex Vitamin B Complex Injection 10ml,7.0,Zoractine 10mg Tablets,4.0,85
841,"""08f3b52f-7054-4397-8485-3893fa7af670""",41,Syrup Paracetamol 125mg/5ml (Emzor),7.0,Really Xtra Tablets x10,28.0,5
842,"""08f3b52f-7054-4397-8485-3893fa7af670""",42,NGC Cough Syrup (Adult) x100ml,7.0,Backup 0.75mg Tablets x2,7.0,45
843,"""08f3b52f-7054-4397-8485-3893fa7af670""",43,Tab Brustan-N,7.0,Fidson Vitamin C 100ml Syrup,4.0,87
844,"""08f3b52f-7054-4397-8485-3893fa7af670""",44,Metrotab 400mg Tablets x100,7.0,Tuxil D Children Cough Syrup,,
845,"""08f3b52f-7054-4397-8485-3893fa7af670""",45,Backup 0.75mg Tablets x2,7.0,Maxiquine Tablets x 10,9.0,22
846,"""08f3b52f-7054-4397-8485-3893fa7af670""",46,Paracetamol Injection 300mg/2ml x10 Ampoules,7.0,Gvither 80mg/ml Injection,6.0,61
847,"""08f3b52f-7054-4397-8485-3893fa7af670""",47,Cipronol-TN Tablets x10,7.0,Ampiclox (Unbranded) 500mg Capsules x100,5.0,73
848,"""08f3b52f-7054-4397-8485-3893fa7af670""",48,Zoxine 20/120mg Tablets x24,7.0,Bonababe Syrup,11.0,20
849,"""08f3b52f-7054-4397-8485-3893fa7af670""",49,Codolin 100ml Cough Syrup,6.0,Fiesta Prolong,1.0,240
850,"""08f3b52f-7054-4397-8485-3893fa7af670""",50,Omeshal 20mg Capsule x10,6.0,Citramin 15ml Drop,3.0,116
851,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",1,Cenox Tablets x14,5.0,Cataflam Tablets 50mg x100,1.0,30
852,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",2,Ascorex Expectorant x100ml,4.0,Neurovite Forte Tablet x100,,
853,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",3,Funbact A 30g Cream,3.0,Reichamox 500mg Capsules,1.0,71
854,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",4,Plaster Roll 4inches,3.0,Caps Augmentin 375mg,1.0,53
855,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",5,Swisec 500mg Tablets x4,3.0,Flagyl 4% 60ml Suspension,,
856,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",6,Ciprotab 500mg Tablets x14,2.0,Tab Glucophage 1000mg,1.0,28
857,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",7,Coflin Expectorant x100ml,2.0,Emcap Syrup 60ml,2.0,23
858,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",8,Biocoten Cream,2.0,Chemiron Capsules,1.0,60
859,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",9,Omega H3 Capsules x30,2.0,Reload women (30),,
860,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",10,Whitfield's Ointment 20g,2.0,Neo-Presol Acne/After Shave Lotion 25ml,1.0,72
861,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",11,Nomoretic Tablets x100,2.0,Livolin Forte Capsules x30,,
862,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",12,Diabetmin 500mg Tablets x100,2.0,Rycin 500mg Tablets,1.0,78
863,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",13,Gestid 100ml Suspension,2.0,Primpex DS 960mg Tablets x10,,
864,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",14,Folic acid + B12 Tablets (Dr Meyer's) x100,2.0,Polyfort Chewable Tablets x100,,
865,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",15,Clofenac 100mg Tablets x100,2.0,VisionAce Capsules x30,1.0,64
866,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",16,Endix G Cream,2.0,Reload 4 kidz Syrup x237ml,,
867,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",17,Flucamed 50mg Capsules x3,2.0,Feroglobin 200ml Tonic ,,
868,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",18,Zinc Dispersible 20mg Tablets x100,2.0,Celebrex 200mg tablets x10,1.0,27
869,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",19,Accu-chek Active Test Strips,2.0,Mycoten V Cream,1.0,45
870,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",20,Glucophage 500mg Tablets x30,2.0,Amoxil 250mg Capsules (Beecham) x100,,
871,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",21,Bonadol 100ml Syrup,2.0,Wellwoman Original Tablets x30,1.0,50
872,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",22,Swipha Amlodipine 5mg Tablets x30,2.0,Well Woman Plus + Omega 3 x60,1.0,44
873,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",23,Emcap Syrup 60ml,2.0,Tarivid 200mg Tablets x10,,
874,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",24,Ciprotab 500mg Tablets x10,1.0,Feroglobin Capsules x30,,
875,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",25,Tab Amaryl 2mg,1.0,Aminopep Syrup 200ml,1.0,79
876,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",26,Cream Canesten x20g,1.0,Em-B-Plex 100ml Syrup,1.0,98
877,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",27,Celebrex 200mg tablets x10,1.0,Betawoman x30,1.0,84
878,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",28,Tab Glucophage 1000mg,1.0,Effervescent Vitamin C,1.0,54
879,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",29,Tab Amaryl 4mg,1.0,Reichlox 500mg Capsules x100,,
880,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",30,Cataflam Tablets 50mg x100,1.0,Gyno-Tiocosid,1.0,76
881,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",31,Daktacort Cream 15g,1.0,Glucophage 500mg Tablets x30,2.0,20
882,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",32,Seretide Diskus 50/250mcg,1.0,Astymin Capsules x20,1.0,36
883,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",33,Sirdalud 4mg Tablets x30,1.0,Wellman Original Tablets x30,,
884,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",34,Otrivin 0.05% Nasal Drop (Child) 10ml,1.0,Betaman x30,1.0,83
885,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",35,Woodward's Gripe Water (Big Size) 150ml,1.0,Vitacap Softgel Capsules x50,1.0,86
886,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",36,Astymin Capsules x20,1.0,Omefast 20mg Capsules x14,,
887,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",37,Primolut N 5mg Tablets x30,1.0,Ocefix 100mg/5ml Suspension x60ml,,
888,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",38,Daravit Capsules x30,1.0,Kiss Condoms,,
889,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",39,Daflon 500mg Tablets x15,1.0,Dolo-Meta B x100,1.0,62
890,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",40,Daflon 500mg Tablet x30,1.0,Diabetmin 500mg Tablets x100,2.0,12
891,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",41,Gripe Water S/S,1.0,Tab Dopatab M250 x10,,
892,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",42,Neurogesic Ointment 35g,1.0,Secwid 500mg Tablets x3,1.0,55
893,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",43,Pregnacare Plus + Omega 3,1.0,Diflucan 50mg Capsules x3,,
894,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",44,Well Woman Plus + Omega 3 x60,1.0,Fleming 1000mg x14,,
895,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",45,Mycoten V Cream,1.0,Ulsakit Capsule x42,,
896,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",46,Amoksiklav Tablet 625mg x14,1.0,Amoxil (Beecham) 500mg Capsules,,
897,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",47,Oflomed 200mg x14,1.0,Felxicam 20mg Capsules x100,1.0,58
898,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",48,Sporidex Tabs 500mg,1.0,Flucamed 50mg Capsules x10,1.0,73
899,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",49,Zinnat 250mg Tablets x10,1.0,Endix G Cream,2.0,16
900,"""099e32a4-46b0-4b3f-aac7-730c9eef76cb""",50,Wellwoman Original Tablets x30,1.0,Plagerine 75mg Tabs x30,1.0,68
901,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",1,Amatem 80/480 Softgel x6,70.0,Broncholyte 4mg/5ml Elixir x100ml,5.0,55
902,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",2,Lonart DS 80/480mg Tablets x6,47.0,Coflin Expectorant x100ml,12.0,15
903,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",3,Tab Brustan-N,39.0,Ciprotab 500mg Tablets x10,22.0,7
904,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",4,M&B Paracetamol Syrup 1 X 60ml Bottle,27.0,NGC Cough Syrup (Adult) x100ml,,
905,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",5,Amatem Forte 80/480mg tablets x6,27.0,Neofylin Cough Syrup,17.0,11
906,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",6,Tab Paracetamol (M&B) 500mg x96,25.0,Coflin Cough Linctus x100ml,3.0,69
907,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",7,Ciprotab 500mg Tablets x10,22.0,Fleming 228.5mg/5ml Suspension,5.0,51
908,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",8,Brustan-N 100mg/5ml Suspension x100ml,20.0,Gestid Tablets x20,,
909,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",9,Ibucap x20,20.0,Mycoten V Cream,8.0,32
910,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",10,Cenox Tablets x14,18.0,Neurogesic Ointment 35g,5.0,50
911,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",11,Neofylin Cough Syrup,17.0,Meprasil x20,9.0,27
912,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",12,Amalar 500/25mg Tablets x3,14.0,Ciprotab 500mg Tablets x14,,
913,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",13,Lonart 20/120mg Tablets x24,14.0,Panda Paracetamol 15ml Drops,,
914,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",14,Erythromycin Suspension (Unbranded),13.0,Artequick 62.5/375mg Tablets x4,9.0,24
915,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",15,Coflin Expectorant x100ml,12.0,Postinor 2,6.0,42
916,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",16,Emzor Paracetamol 500mg Tablets x96,10.0,Bunto Blood Caps x100,,
917,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",17,Mycoten Pessary,10.0,M&B Paracetamol Syrup 1 X 60ml Bottle,27.0,4
918,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",18,Tab Vega 100,10.0,Astyfer Tonic x200ml,6.0,44
919,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",19,Emgyl 200mg/5ml Suspension 60ml,10.0,P-Alaxin 40/320mg Tablets x9,,
920,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",20,Flucamed 50mg Capsules x3,10.0,Mycoten 20g Cream,8.0,35
921,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",21,Glucophage 500mg Tablets x30,10.0,Glucophage 500mg Tablets x30,10.0,21
922,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",22,Ciprobon 500mg Caplets x10,10.0,Menthodex Syrup,,
923,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",23,Neoskin Triple Action Cream 30g,10.0,Ibucap Forte Capsule x10,4.0,63
924,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",24,Artequick 62.5/375mg Tablets x4,9.0,Emzolyn Cough Syrup Adult,,
925,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",25,Loratadine (Afrab) Syrup 60ml,9.0,Pyrantrin Tablet x6,6.0,46
926,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",26,Babyrex Baby Mixture x60ml,9.0,Lonart DS 80/480mg Tablets x6,47.0,2
927,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",27,Meprasil x20,9.0,Tab Paracetamol (M&B) 500mg x96,25.0,6
928,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",28,Arenax Plus 20/120 x6 Tablets,9.0,Aboniki Balm,8.0,34
929,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",29,Arenax Plus Forte 80/480mg Tablets x6,9.0,Panadol Extra,7.0,39
930,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",30,Cenox Tablets x10,9.0,Tutolin Expectorant x100ml,,
931,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",31,Piccan Syrup,8.0,Vasoprin 75mg Tablets x100,8.0,33
932,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",32,Mycoten V Cream,8.0,Tab Brustan-N,39.0,3
933,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",33,Vasoprin 75mg Tablets x100,8.0,NGC Cough Syrup (Child) x100ml,,
934,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",34,Aboniki Balm,8.0,Amatem 80/480 Softgel x6,70.0,1
935,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",35,Mycoten 20g Cream,8.0,Tutolin Children Cough Syrup x100ml,1.0,113
936,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",36,Tuxil Running nose and Catarrh,8.0,ABF-3 Cream 20g,3.0,80
937,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",37,Zentel 200mg Tablets x2,7.0,De-Deon's Syrup 280ml,7.0,38
938,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",38,De-Deon's Syrup 280ml,7.0,Loxagyl 200mg Tablets x100,,
939,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",39,Panadol Extra,7.0,Omega H3 Capsules x30,1.0,104
940,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",40,Gestid 100ml Suspension,7.0,Fleming 1000mg x14,,
941,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",41,Methylated Spirit (Moko) x200ml,6.0,Camosunate 300mg/100mg (7-13years),,
942,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",42,Postinor 2,6.0,Oceanic Cod Liver Oil 1000mg Capsules x30,,
943,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",43,Syr Astymin x200ml,6.0,Lofnac Tablets x10,,
944,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",44,Astyfer Tonic x200ml,6.0,Coartem 80/480mg Tablets x6,,
945,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",45,Bonababe Syrup,6.0,Lonart 20/120mg 60ml Suspension,,
946,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",46,Pyrantrin Tablet x6,6.0,Silverbird Eucalyptus Oil,2.0,95
947,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",47,Tuxil-N Syrup Child 100ml,6.0,Neurovite Forte Tablet x100,,
948,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",48,Amlong 10mg Tablets x30,6.0,Zentel 200mg Tablets x2,7.0,37
949,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",49,Astyfer Capsules x30,5.0,Astymin Capsules x20,3.0,67
950,"""0a2c2db3-84cb-4e8a-b102-dd9b96e8b6d4""",50,Neurogesic Ointment 35g,5.0,Astyfer Capsules x30,5.0,49
951,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",1,Arthemed 80/480mg Tablets x6,159.0,Swidar 500/25mg x3,18.0,56
952,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",2,Clartem (DS) 80/480mg Tablets x6,151.0,Loratadine (Afrab) Syrup 60ml,,
953,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",3,Tab Sudrex 500mg/30mg,100.0,Em-Vit-C 100ml Syrup,60.0,11
954,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",4,Aboniki Balm,90.0,Aboniki Balm,90.0,4
955,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",5,Neofylin Cough Syrup,81.0,Panadol (Regular) 500mg 10x10,14.0,71
956,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",6,Camosunate Children 150mg/50mg Tablets (1-6years) x6,77.0,Ors G Oral,28.0,31
957,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",7,Amatem 80/480 Softgel x6,75.0,Babyrex Baby Mixture x60ml,68.0,8
958,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",8,Babyrex Baby Mixture x60ml,68.0,Postpill 150mcg Tablet,33.0,25
959,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",9,Emzor Paracetamol 500mg Tablets x96,67.0,Coflin Cough Linctus x100ml,20.0,47
960,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",10,Clartem 20/120mg Tablets x24,61.0,Tab Paracetamol (M&B) 500mg x96,19.0,52
961,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",11,Em-Vit-C 100ml Syrup,60.0,Syrup Paracetamol 125mg/5ml (Emzor),38.0,22
962,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",12,Lofnac Tablets x10,56.0,Tutolin Expectorant x100ml,15.0,70
963,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",13,Pyrantrin Tablet x6,54.0,EmVite Multivitamin Syrup x100ml,6.0,115
964,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",14,Ceftriaxone 1g Injection + WFI,54.0,Neofylin Cough Syrup,81.0,5
965,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",15,Camosunate 300mg/100mg (7-13years),50.0,Lokmal QS Combi,11.0,80
966,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",16,Lonart DS 80/480mg Tablets x6,50.0,Cream Skineal x15g,40.0,21
967,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",17,Tab Ketrax,50.0,Emgyl 200mg/5ml Suspension 60ml,19.0,54
968,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",18,Bonababe Syrup,48.0,Lofnac Tablets x10,56.0,12
969,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",19,Brustan-N 100mg/5ml Suspension x100ml,47.0,Funbact A 30g Cream,38.0,23
970,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",20,Artequick 62.5/375mg Tablets x4,44.0,Gascol Suspension x150ml,,
971,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",21,Cream Skineal x15g,40.0,M&B Paracetamol Syrup 1 X 60ml Bottle,27.0,33
972,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",22,Syrup Paracetamol 125mg/5ml (Emzor),38.0,NGC Cough Syrup (Adult) x100ml,38.0,24
973,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",23,Funbact A 30g Cream,38.0,Coflin Expectorant x100ml,26.0,36
974,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",24,NGC Cough Syrup (Adult) x100ml,38.0,Zolat 200mg Tablets x2,17.0,61
975,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",25,Postpill 150mcg Tablet,33.0,Lonart 20/120mg 60ml Suspension,9.0,90
976,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",26,Visita Plus 30g Cream,32.0,Tab Boska x20,27.0,32
977,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",27,Postinor 2,32.0,Gestid 100ml Suspension,11.0,81
978,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",28,Erythromicin 500mg tablets,31.0,Felvin 20mg Capsules x100,2.0,171
979,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",29,menthodex,31.0,Methylated Spirit (Moko) x200ml,21.0,46
980,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",30,Panda Paracetamol 15ml Drops,29.0,Lofnac Plus Tablets x10,24.0,44
981,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",31,Ors G Oral,28.0,Visita Plus 30g Cream,32.0,26
982,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",32,Tab Boska x20,27.0,Lonart DS 80/480mg Tablets x6,50.0,16
983,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",33,M&B Paracetamol Syrup 1 X 60ml Bottle,27.0,Zolat 100mg/5ml Suspension x20ml,19.0,50
984,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",34,Kacham Caplets x20,27.0,Tutolin Children Cough Syrup x100ml,12.0,76
985,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",35,Cenox Tablets x10,27.0,Gestid 200ml Suspension,26.0,38
986,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",36,Coflin Expectorant x100ml,26.0,Bonababe Syrup,48.0,18
987,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",37,Panadol Extra,26.0,Procold Tablet x25,,
988,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",38,Gestid 200ml Suspension,26.0,Syr Astymin x200ml,,
989,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",39,Tribotan Child,26.0,D-Koff 100ml Expectorant ,24.0,43
990,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",40,Amalar 500/25mg Tablets x50,25.0,Emzolyn Cough Syrup Child,19.0,53
991,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",41,Emzolyn Cough Syrup Adult,25.0,Alabukun (Powder)  - 1x10 Pack,22.0,45
992,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",42,Gold Circle (Old) x24,24.0,Amatem 80/480 Softgel x6,75.0,7
993,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",43,D-Koff 100ml Expectorant ,24.0,Artequick 62.5/375mg Tablets x4,44.0,20
994,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",44,Lofnac Plus Tablets x10,24.0,Menthodex Syrup,4.0,133
995,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",45,Alabukun (Powder)  - 1x10 Pack,22.0,Clartem (DS) 80/480mg Tablets x6,151.0,2
996,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",46,Methylated Spirit (Moko) x200ml,21.0,Gestid Tablets x20,5.0,130
997,"""0c70ecea-a0c7-427c-ba32-6f58f9b4485e""",47,Coflin Cough Linctus x100ml,20.0,Vasoprin 75mg Tablets x100,7.0,108
